bank_IDRSSD,name,doc_id,event_date,t0,CAR,alpha,beta,n_est,delisted_flag,S,S_norm,n_design,char_quarter,char_lookahead,filing_type,uninsured_share,size,ROA,NPL_ratio,equity_ratio,deposit_reliance,failed
2757205,"MVB BANK, INC.",1,2022-01-20,2022-01-20,0.008638690718261864,0.0011318038546475249,0.7670223301747712,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.7063855737721274,14.84122055760697,0.01734446008085118,0.012186082430670464,0.11527334331274705,0.9752569737865251,False
3378773,BRIDGEWATER BANK,1,2022-01-20,2022-01-20,0.04387904799978431,0.0003618800919206,0.9388101536596175,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.423379629935591,15.060548335288804,0.014000309812713033,0.0002569452624738562,0.11165926590511092,0.980882685642016,False
3357219,OPEN BANK,1,2022-01-20,2022-01-20,-0.07807687321406981,0.0015387162798814896,0.5551095293030542,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.5141005807365716,14.3616345973371,0.016979545312380544,0.002281523789980106,0.09422327094294511,0.9824985117020821,False
3281510,UNITED BUSINESS BANK,1,2022-01-20,2022-01-20,0.039469205841606875,0.0007357008936135174,0.3123949600109849,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.4726275739815896,14.661333330944789,0.01003307446604867,0.004119402234947728,0.12838609825168013,0.9853104835215052,False
667757,ORIGIN BANK,1,2022-01-20,2022-01-20,0.005231855571625715,0.0007925768984448795,0.9546138903126898,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.5538469808820746,15.869458378752155,0.013665224190716623,0.01309350136933072,0.0942969712108335,0.9349461529062933,False
2562164,COASTAL COMMUNITY BANK,1,2022-01-20,2022-01-20,-0.0056897408176520645,0.0025510150100187825,1.155455325602873,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.3600220921001062,14.783519353998525,0.010210821830237206,0.0009915645246116995,0.0766970145064168,0.9824776192962168,False
3158546,FIRST WESTERN TRUST BANK,1,2022-01-20,2022-01-20,0.027827827122045165,0.0021269778468184252,0.6690026744013375,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.47686623105124637,14.74058103483313,0.008831718374684681,0.0021903357250734282,0.09255065133625635,0.9716852316386797,False
661308,AMALGAMATED BANK,1,2022-01-20,2022-01-20,0.05117624483929639,-0.00035451223907858334,0.8821411708222706,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.650581064656446,15.767147704987119,0.007597080993675751,0.008507437488317686,0.08594552089683764,0.988206055107718,False
83638,"AMERANT BANK, NATIONAL ASSOCIATION",1,2022-01-20,2022-01-20,0.04634473509876133,0.0024864233017353843,1.0262159486359625,200,False,0.1231,0.0243,65,2021-12-31,False,031,0.3936002168591368,15.846582684447414,0.016040268403545725,0.008941291845231467,0.12046462896670722,0.8437850957526944,False
18854,BANK7,1,2022-01-20,2022-01-20,-0.07093854255802118,0.001743520569749298,0.5667995388535829,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.303244793189186,14.114823726209968,0.01716839692438166,0.010088787158665131,0.0939884293648605,0.9964652398891133,False
2808602,"CAPITAL BANK, NATIONAL ASSOCIATION",1,2022-01-20,2022-01-20,-0.01090303656093397,0.002451131647582483,0.8602581406556636,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.49849787890045405,14.515698394832521,0.019368154305752703,0.006952983550804547,0.08356358151480713,0.9741584106385065,False
3614976,FVCBANK,1,2022-01-20,2022-01-20,0.0262126177438583,0.0012686174007405337,0.3637712275036456,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.5193718243725907,14.603065238308224,0.011463070088238707,0.002333345967580522,0.10147473970832774,0.9547735360298779,False
594947,"BANK FIRST, NATIONAL ASSOCIATION",1,2022-01-20,2022-01-20,0.04076938967995944,-0.0001075459774771803,0.6771379105866783,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.3190947091418753,14.89308475646615,0.016016095072586122,0.003876937854072417,0.11393187168196572,0.9737942613235799,False
3476192,CARTER BANK & TRUST,1,2022-01-20,2022-01-20,0.021842690442061306,0.0006673070384693048,1.195948782134317,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.14771339808803174,15.234556434721831,0.008076599708456573,0.0026301781743925112,0.09730775977305582,0.9926649396875088,False
3248849,MAINSTREET BANK,1,2022-01-20,2022-01-20,0.03098969592321404,0.0011949188865301654,0.2613814266082996,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.48318393587946246,14.314470866464314,0.014366050438127805,0.0,0.13106129417707746,0.9868574131694184,False
289515,FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG,1,2022-01-20,2022-01-20,-0.02649990248567942,0.0014174710545036648,-0.22160124054125388,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.22463220837260398,14.38842213528118,0.012170813167529687,0.007371917427336595,0.08884287617787748,0.991498681512773,False
2743244,RED RIVER BANK,1,2022-01-20,2022-01-20,-0.015442541145159262,0.0001609561085601033,0.42589799921555416,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.41209178122904166,14.986295280172513,0.01038448489419517,0.00018896738505866283,0.08818919517373427,0.9944897444147484,False
575254,CITY BANK,1,2022-01-20,2022-01-20,0.014825214523039412,0.0010260554282173048,1.003181761911698,200,False,0.1231,0.0243,65,2021-12-31,False,041,0.42330601242360366,15.176355307542373,0.0163229205079849,0.004215451830567316,0.11004527263336758,0.9902943954614586,False
419675,FIRST BANK RICHMOND,1,2022-01-20,2022-01-20,0.009012482532669282,0.0011440398459853715,0.48245174205096203,200,False,0.1231,0.0243,65,2021-12-31,False,051,0.24944032802304136,14.050164410863175,0.010574382488803618,0.009500712760482902,0.12362877440447428,0.8327982052906386,False
